# Метеостанция Шереметьево / им. А. С. Пушкина (аэропорт), Россия, METAR=UUEE, выборка с 01.01.2024 по 31.12.2024, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUEE&lang=ru
#
"Местное время в Шереметьево / им. А. С. Пушкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"14.02.2024 02:00";"-12.0";"750.3";"768.9";"79";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"14.02.2024 01:30";"-12.0";"750.3";"768.9";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 01:00";"-12.0";"749.5";"768.1";"85";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 00:30";"-12.0";"749.5";"768.1";"85";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 00:00";"-11.0";"749.6";"768.1";"85";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"13.02.2024 23:30";"-11.0";"749.6";"768.1";"85";"Ветер, дующий с востока";"7";"";"";"";"Рассеянная (40-50%) 270 м";"10.0 и более";"-13.0";
"13.02.2024 23:00";"-10.0";"749.7";"768.1";"85";"Ветер, дующий с востока";"7";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"-12.0";
"13.02.2024 22:30";"-10.0";"749.7";"768.1";"92";"Ветер, дующий с востока";"7";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"-11.0";
"13.02.2024 22:00";"-9.0";"749.7";"768.1";"86";"Ветер, дующий с востока";"7";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"-11.0";
"13.02.2024 21:30";"-9.0";"749.7";"768.1";"86";"Ветер, дующий с востока";"8";"";"";"";"Разорванная (60-90%) 210 м";"10.0 и более";"-11.0";
"13.02.2024 21:00";"-9.0";"749.0";"767.3";"86";"Ветер, дующий с востока";"8";"";"";"";"Разорванная (60-90%) 210 м";"10.0 и более";"-11.0";
"13.02.2024 20:30";"-9.0";"749.0";"767.3";"86";"Ветер, дующий с востока";"8";"";"";"";"Разорванная (60-90%) 210 м";"10.0 и более";"-11.0";
"13.02.2024 20:00";"-9.0";"748.3";"766.6";"86";"Ветер, дующий с востока";"7";"";"";"";"Разорванная (60-90%) 210 м";"10.0 и более";"-11.0";
"13.02.2024 19:30";"-9.0";"748.3";"766.6";"86";"Ветер, дующий с востока";"8";"";"";"";"Разорванная (60-90%) 210 м";"10.0 и более";"-11.0";
"13.02.2024 19:00";"-9.0";"748.3";"766.6";"86";"Ветер, дующий с востока";"8";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"-11.0";
"13.02.2024 18:30";"-9.0";"748.3";"766.6";"93";"Ветер, дующий с востока";"6";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"-10.0";
"13.02.2024 18:00";"-9.0";"747.5";"765.8";"93";"Ветер, дующий с востоко-северо-востока";"7";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"-10.0";
"13.02.2024 17:30";"-8.0";"747.6";"765.8";"86";"Ветер, дующий с востока";"6";"";"";"";"Рассеянная (40-50%) 270 м";"10.0 и более";"-10.0";
"13.02.2024 17:00";"-8.0";"746.8";"765.0";"86";"Ветер, дующий с востоко-северо-востока";"8";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-10.0";
"13.02.2024 16:30";"-7.0";"746.9";"765.0";"79";"Ветер, дующий с востоко-северо-востока";"7";"";"";"";"Рассеянная (40-50%) 330 м";"10.0 и более";"-10.0";
"13.02.2024 16:00";"-7.0";"746.9";"765.0";"86";"Ветер, дующий с востоко-северо-востока";"8";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-9.0";
"13.02.2024 15:30";"-7.0";"746.9";"765.0";"86";"Ветер, дующий с востоко-северо-востока";"7";"";"";"";"Рассеянная (40-50%) 270 м";"10.0 и более";"-9.0";
"13.02.2024 15:00";"-6.0";"746.9";"765.0";"80";"Ветер, дующий с востоко-северо-востока";"8";"";"";"";"Рассеянная (40-50%) 330 м";"10.0 и более";"-9.0";
"13.02.2024 14:30";"-6.0";"746.2";"764.3";"86";"Ветер, дующий с востока";"6";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-8.0";
"13.02.2024 14:00";"-6.0";"746.2";"764.3";"80";"Ветер, дующий с востоко-северо-востока";"6";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-9.0";
"13.02.2024 13:30";"-6.0";"746.2";"764.3";"80";"Ветер, дующий с востоко-северо-востока";"6";"";"";"";"Разорванная (60-90%) 300 м";"10.0 и более";"-9.0";
"13.02.2024 13:00";"-6.0";"746.2";"764.3";"86";"Ветер, дующий с востоко-северо-востока";"6";"";"";"";"Разорванная (60-90%) 300 м";"10.0 и более";"-8.0";
"13.02.2024 12:30";"-6.0";"745.5";"763.5";"86";"Ветер, дующий с северо-востока";"6";"";"";"";"Разорванная (60-90%) 330 м";"10.0 и более";"-8.0";
"13.02.2024 12:00";"-6.0";"745.5";"763.5";"86";"Ветер, дующий с востоко-северо-востока";"7";"";"";"";"Разорванная (60-90%) 330 м";"10.0 и более";"-8.0";
"13.02.2024 11:30";"-6.0";"745.5";"763.5";"86";"Ветер, дующий с востоко-северо-востока";"7";"";"";"";"Разорванная (60-90%) 330 м";"10.0 и более";"-8.0";
"13.02.2024 11:00";"-6.0";"745.5";"763.5";"86";"Ветер, дующий с востоко-северо-востока";"7";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-8.0";
"13.02.2024 10:30";"-6.0";"744.8";"762.8";"86";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Рассеянная (40-50%) 270 м";"10.0 и более";"-8.0";
"13.02.2024 10:00";"-6.0";"744.8";"762.8";"86";"Ветер, дующий с востоко-северо-востока";"6";"";"";"";"Рассеянная (40-50%) 270 м";"10.0 и более";"-8.0";
"13.02.2024 09:30";"-6.0";"744.8";"762.8";"86";"Ветер, дующий с северо-востока";"6";"";"";"";"Рассеянная (40-50%) 270 м";"10.0 и более";"-8.0";
"13.02.2024 09:00";"-6.0";"744.0";"762.0";"86";"Ветер, дующий с северо-востока";"6";"";"";"";"Рассеянная (40-50%) 270 м";"10.0 и более";"-8.0";
"13.02.2024 08:30";"-6.0";"744.0";"762.0";"93";"Ветер, дующий с северо-востока";"6";"";"";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 1080 м";"10.0 и более";"-7.0";
"13.02.2024 08:00";"-6.0";"743.2";"761.2";"86";"Ветер, дующий с северо-востока";"5";"";"";"";"Рассеянная (40-50%) 300 м, сплошная (100%) 1470 м";"10.0 и более";"-8.0";
"13.02.2024 07:30";"-5.0";"743.3";"761.2";"86";"Ветер, дующий с северо-востока";"5";"";"";"";"Рассеянная (40-50%) 240 м";"9.0";"-7.0";
"13.02.2024 07:00";"-5.0";"742.6";"760.5";"86";"Ветер, дующий с северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 990 м";"8.0";"-7.0";
"13.02.2024 06:30";"-5.0";"742.6";"760.5";"86";"Ветер, дующий с северо-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 300 м, сплошная (100%) 750 м";"9.0";"-7.0";
"13.02.2024 06:00";"-5.0";"742.6";"760.5";"86";"Ветер, дующий с северо-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 300 м, сплошная (100%) 750 м";"7.0";"-7.0";
"13.02.2024 05:30";"-5.0";"741.8";"759.7";"86";"Ветер, дующий с северо-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 240 м, сплошная (100%) 930 м";"9.0";"-7.0";
"13.02.2024 05:00";"-5.0";"741.8";"759.7";"86";"Ветер, дующий с северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 750 м";"10.0 и более";"-7.0";
"13.02.2024 04:30";"-5.0";"741.8";"759.7";"86";"Ветер, дующий с северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 360 м, сплошная (100%) 750 м";"9.0";"-7.0";
"13.02.2024 04:00";"-5.0";"741.8";"759.7";"93";"Ветер, дующий с северо-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 300 м, сплошная (100%) 750 м";"10.0 и более";"-6.0";
"13.02.2024 03:30";"-4.0";"741.2";"759.0";"86";"Ветер, дующий с северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 240 м, сплошная (100%) 1080 м";"10.0 и более";"-6.0";
"13.02.2024 03:00";"-4.0";"741.2";"759.0";"93";"Ветер, дующий с северо-северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 210 м, сплошная (100%) 1080 м";"9.0";"-5.0";
"13.02.2024 02:30";"-4.0";"741.2";"759.0";"93";"Ветер, дующий с северо-северо-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 210 м, сплошная (100%) 1290 м";"8.0";"-5.0";
"13.02.2024 02:00";"-3.0";"741.3";"759.0";"86";"Ветер, дующий с северо-северо-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 210 м, сплошная (100%) 750 м";"8.0";"-5.0";
"13.02.2024 01:30";"-3.0";"741.3";"759.0";"86";"Ветер, дующий с северо-северо-востока";"4";"9";"";"";"Рассеянная (40-50%) 300 м, сплошная (100%) 750 м";"9.0";"-5.0";
"13.02.2024 01:00";"-3.0";"740.5";"758.2";"86";"Ветер, дующий с северо-востока";"4";"";"";"";"Рассеянная (40-50%) 240 м, сплошная (100%) 750 м";"10.0 и более";"-5.0";
"13.02.2024 00:30";"-3.0";"740.5";"758.2";"86";"Ветер, дующий с северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Незначительная (10-30%) 240 м, сплошная (100%) 900 м";"10.0 и более";"-5.0";
"13.02.2024 00:00";"-3.0";"740.5";"758.2";"86";"Ветер, дующий с северо-северо-востока";"4";"";"Слабый(ая)(ые) снег";"";"Незначительная (10-30%) 210 м, сплошная (100%) 900 м";"10.0 и более";"-5.0";
"12.02.2024 23:30";"-3.0";"740.0";"757.7";"86";"Ветер, дующий с северо-востока";"4";"";"Слабый(ая)(ые) снег";"";"Незначительная (10-30%) 210 м, сплошная (100%) 900 м";"10.0 и более";"-5.0";
"12.02.2024 23:00";"-3.0";"740.0";"757.7";"93";"Ветер, дующий с северо-востока";"4";"";"";"";"Незначительная (10-30%) 150 м, сплошная (100%) 780 м";"9.0";"-4.0";
"12.02.2024 22:30";"-3.0";"740.0";"757.7";"93";"Ветер, дующий с северо-востока";"4";"";"Слабый(ая)(ые) снег";"";"Незначительная (10-30%) 210 м, сплошная (100%) 990 м";"7.0";"-4.0";
"12.02.2024 22:00";"-3.0";"740.0";"757.7";"93";"Ветер, дующий с северо-востока";"4";"";"Слабый(ая)(ые) снег, дымка";"";"Рассеянная (40-50%) 180 м, сплошная (100%) 900 м";"6.0";"-4.0";
"12.02.2024 21:30";"-3.0";"739.2";"756.9";"93";"Ветер, дующий с северо-востока";"4";"";"Слабый(ая)(ые) снег, дымка";"";"Рассеянная (40-50%) 150 м, сплошная (100%) 900 м";"4.7";"-4.0";
"12.02.2024 21:00";"-3.0";"739.2";"756.9";"93";"Ветер, дующий с востоко-северо-востока";"3";"";"Слабый(ая)(ые) снег, дымка";"Замерзающий(ая) (переохлажденный(ая)) дождь";"Незначительная (10-30%) 210 м, сплошная (100%) 900 м";"5.0";"-4.0";
"12.02.2024 20:30";"-3.0";"739.2";"756.9";"93";"Ветер, дующий с востоко-северо-востока";"3";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь, слабый(ая)(ые) снег";"Снег";"Незначительная (10-30%) 300 м, сплошная (100%) 1470 м";"4.4";"-4.0";
"12.02.2024 20:00";"-3.0";"739.2";"756.9";"93";"Ветер, дующий с востоко-северо-востока";"3";"";"Замерзающий(ая) (переохлажденный(ая)) дождь, снег";"";"Сплошная (100%) 780 м";"1.6";"-4.0";
"12.02.2024 19:30";"-3.0";"739.2";"756.9";"93";"Ветер, дующий с востока";"3";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь, дымка";"";"Сплошная (100%) 180 м";"5.0";"-4.0";
"12.02.2024 19:00";"-2.0";"739.3";"756.9";"93";"Ветер, дующий с востока";"3";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь";"";"Сплошная (100%) 150 м";"7.0";"-3.0";
"12.02.2024 18:30";"-3.0";"739.2";"756.9";"93";"Ветер, дующий с востока";"3";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь";"";"Сплошная (100%) 150 м";"8.0";"-4.0";
"12.02.2024 18:00";"-3.0";"739.2";"756.9";"93";"Ветер, дующий с востока";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь";"";"Сплошная (100%) 150 м";"9.0";"-4.0";
"12.02.2024 17:30";"-3.0";"739.2";"756.9";"93";"Ветер, дующий с востока";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь";"";"Сплошная (100%) 150 м";"7.0";"-4.0";
"12.02.2024 17:00";"-3.0";"739.2";"756.9";"93";"Ветер, дующий с востока";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь";"";"Сплошная (100%) 150 м";"8.0";"-4.0";
"12.02.2024 16:30";"-3.0";"739.2";"756.9";"93";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь";"";"Сплошная (100%) 150 м";"9.0";"-4.0";
"12.02.2024 16:00";"-3.0";"739.2";"756.9";"93";"Ветер, дующий с востока";"3";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) дождь";"";"Сплошная (100%) 180 м";"8.0";"-4.0";
